what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335872318965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335872332054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1335872349775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335872357014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335872362739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335872364907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335872467025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335872469646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335873373007
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1335873380324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335873380324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335873380324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335873399668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335873400728
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335873525185
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335873527541
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335873528851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1335873539272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335873547010
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335873603092
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335873605541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335873606758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335875133134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1335875140887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335875145972
